baseline,unidad,jugadores,nacimientos,pct_jugadores,pct_nacimientos,esperado,obs_sobre_esp,residuo_estand,tasa,tasa_ic_lo,tasa_ic_hi,RR,RR_ic_lo,RR_ic_hi,RR_referencia,provincia
población total censo 1991,62,54,506772.0,0.979858464888405,1.5540764776670735,85.64515468423242,0.6305085232094466,-3.4463307504081886,10.655679477161328,8.004874375960936,13.903350302248489,0.3284259855617389,0.2496876057779333,0.43199432208954375,02,Río Negro
población total censo 1991,90,116,1142105.0,2.1048811467973145,3.5024005184302864,193.0172925706931,0.6009824221190684,-5.643283689413357,10.156684367899624,8.392664816405976,12.181975429430478,0.31304611599067883,0.25819444594193597,0.37955065369178304,02,Tucumán
población total censo 1991,54,80,788847.0,1.4516421702050444,2.4190929395827667,133.31621190040627,0.6000770563430343,-4.674502296716336,10.141383563606123,8.041486446800247,12.621829704294807,0.312574519435926,0.2488331881563217,0.39264388695297886,02,Misiones
población total censo 1991,22,80,839677.0,1.4516421702050444,2.574969166682562,141.90655077587598,0.5637512825348718,-5.265021018418203,9.527473064047246,7.5546936013479415,11.857764946216042,0.2936527640193454,0.2337700258284434,0.3688751178026747,02,Chaco
población total censo 1991,86,63,671988.0,1.1431682090364725,2.06073094818684,113.56688255457676,0.5547391861331065,-4.794705076812958,9.375167413703815,7.204136055329447,11.994911707782057,0.2889584473943123,0.2239433773195211,0.37284864290225717,02,Santiago del Estero
población total censo 1991,18,74,795502.0,1.342769007439666,2.4395012868451933,134.4409159180386,0.5504276692455281,-5.277500703382438,9.30230219408625,7.304308002159766,11.678188552875623,0.28671261862127506,0.22634002709591292,0.36318863583874295,02,Corrientes
población total censo 1991,58,35,388833.0,0.6350934494647069,1.1924025381053436,65.71330387498548,0.5326166534950794,-3.8115771570293435,9.00129361448231,6.269730810532997,12.518620428071452,0.2774350273019367,0.19801040229294312,0.3887179334152057,02,Neuquén
población total censo 1991,34,35,398413.0,0.6350934494647069,1.2217807449834872,67.33233685603997,0.5198096729485538,-3.964556895850736,8.784853907879512,6.118972624517715,12.217605190865525,0.27076399106177246,0.1932491629408979,0.3793710551704756,02,Formosa
población total censo 1991,78,11,159839.0,0.1996007984031936,0.49016526192020743,27.01300758442263,0.40721122835441986,-3.0885414670896307,6.881924936967824,3.4354321331069646,12.313664695913985,0.21211251566171202,0.1170728598908245,0.384305289392407,02,Santa Cruz
población total censo 1991,46,14,220729.0,0.25403737978588276,0.6768916728607253,37.30350009135457,0.3752999039155746,-3.8284344255165053,6.342619229915417,3.4675689539211407,10.64183733077012,0.19549020558403102,0.11534066344323474,0.3313351886353163,02,La Rioja
población total censo 1991,38,31,512329.0,0.5625113409544548,1.5711176776276,86.58429521405704,0.3580325961349065,-6.021036548480293,6.050799388674075,4.111224619168905,8.588626742434794,0.186495826654787,0.13042026853032346,0.2666816573189746,02,Jujuy
población total censo 1991,10,15,264115.0,0.2721829069134458,0.8099399905658543,44.63579288008423,0.3360531768820165,-4.453903954806359,5.67934422505348,3.1786858500211315,9.36721461162215,0.17504695298459377,0.10511590499889492,0.29150142168792365,02,Catamarca
población total censo 1991,66,46,865937.0,0.8346942478679006,2.6554985730103335,146.34452635859947,0.3143267544375564,-8.407168137778411,5.312164741776827,3.889172238739293,7.085683336153323,0.16372986298281095,0.12180343261946529,0.22008795200477768,02,Salta
población total censo 1991,70,28,528715.0,0.5080747595717655,1.621367291187648,89.35355141735128,0.31336191517691336,-6.543851062528731,5.2958588275346825,3.5190597308299427,7.653990513465325,0.16322728724684407,0.11210024350823189,0.23767251941791945,02,San Juan
